address,tx_count,total_in,total_out,final_balance,aliases,fellow_receivers,convergence,incoming_range,outgoing_range,avg_tx,num_reports,type,notes
33PERt5REU6aKrRjH11YzngDF9BB6VCaqX,2,21388000,21388000,0,5,1,5,254313463,47392300,32661958.8421,0,3,BABD-13 Tumbler
33pixAbUUmDPmWQHvs8QWzvoqopN8Kkmtd,2,100000000,100000000,0,5,1,5,1979219913,1878258605,260500554.875,0,3,BABD-13 Tumbler
33Pj3DkhdrkTWzdkCtvCzRa1vQn2G5taxr,2,22041665,22041665,0,0,9,0,217374232,69777882,29796107.9756,0,3,BABD-13 Tumbler
33po1kp4UhaSdz53eeT8xebuANsPMrcQ8M,2,27289420,27289420,0,1,19,0.0526,388418373,72545816,33652756.5152,0,3,BABD-13 Tumbler
33poB6UQVmuRXe1cDAYQt7VB4A2UaDuMwE,2,9524443,9524443,0,4,0,0,43044323,24665927,14790157.8333,0,3,BABD-13 Tumbler
33prQrGtVrgxsgMM3tdnt6EF9kjh7qUi5W,4,10648512,10648512,0,14,14,1,70251488,999751488,54862272.0161,0,3,BABD-13 Tumbler
33pwMBQ6aZbPaNHq4DfqXvVDuKTXk9f7jm,4,21448200,21448200,0,16,5,3.2,8991497449,16847047612,956434764.6757,0,3,BABD-13 Tumbler
33pxXARzno6C9YAcGSXnzizPv8UJp5XuZz,4,15007852,15007852,0,13,9,1.4444,899975425,187907114,49547971.4694,0,3,BABD-13 Tumbler
33pZp63AQUB1bFZAgCwWXxCtpKWenfgXNP,2,1050026,1050026,0,5,4,1.25,45667291,20602265,10788255.4583,0,3,BABD-13 Tumbler
33q5LtCA4iykafcNdWMHtSK26vMLn4Z7bL,2,104205,104205,0,11,0,0,33079629,21559157,5307577.9375,0,3,BABD-13 Tumbler
33Q6zuqf9KJ9tVCiqKzSAbKnn719rYFyLY,2,1209223,1209223,0,3,3,1,41754658,25783875,12967481.4,0,3,BABD-13 Tumbler
33Q8BA8QfbZK3beYEhKEPkYPHwmzYHrkym,4,8456685,8456685,0,27,0,0,44784986,21270464,10581515.5217,0,3,BABD-13 Tumbler
33qAZ2BGVEZrFgNJ8bMRZcjJEdn2iWKSBn,6,14422506,14422506,0,44,12,3.6667,1999995300,1499200000,63244644.2208,0,3,BABD-13 Tumbler
33QbZRv8uRrFbDaTWYAurAnxcJaEugguUE,2,6897523,6897523,0,3,1,3,71780636,16272757,12969459.8571,0,3,BABD-13 Tumbler
33QdE8SDL7HbBbP8Vpo817e8YpJd9u5End,6,92112257,92112257,0,25,8,3.125,2980010195,2757653818,103092970.4308,0,3,BABD-13 Tumbler
33QKGLPR3zCgpRxLsuYpkyKCDZA7v2tZv8,7,3573749,3573749,0,41,0,0,35409063,23385583,5621813.4516,0,3,BABD-13 Tumbler
33Qo6DZZjqGWuBCpaDKrAcpZANDcArx7v8,6,13839258,13839258,0,32,1,32,100012800,27089803,8085528.6667,0,3,BABD-13 Tumbler
33qTdxduhZCCjHjiZB5p3dnBC4EsczJjWV,2,13910273,13910273,0,13,10,1.3,169732485,24514742,17656949.1389,0,3,BABD-13 Tumbler
33QtxHaTEHAzkJYnHm8mUpSrJ6hudh5g1o,8,252398738,252398738,0,23,0,0,838699279,508064680,29447840.2247,0,3,BABD-13 Tumbler
33QxiSpTc6QT61Vw9T7zhW8rfBpZKDbEim,2,6848991,6848991,0,7,1,7,9637209535,9630116500,1382817631,0,3,BABD-13 Tumbler
33qxN93tzzg1oTzztbyggRVpmWnptHTPzG,4,25508634,25508634,0,18,19,0.9474,118376203,42722142,16763382.3333,0,3,BABD-13 Tumbler
33qyqR95KA3V6Vh4Bt4xydH8iaKtg1jzom,8,144999284,144999284,0,21,2,10.5,4237281835,4599812434,323094873.8804,0,3,BABD-13 Tumbler
33QYYx3VntGpXaEeYF8kyPGrnospBG69PT,8,86503243,86503243,0,44,26,1.6923,499709350,491620840,23400584.6667,0,3,BABD-13 Tumbler
33r3aVngHh8TM4ENLi5aQSea4XEgTZEt7A,2,8301511,8301511,0,11,0,0,13689646,14859738,6322415.7778,0,3,BABD-13 Tumbler
33R1hN127GgoRivBydGPjfcEGtmCuPy4Jw,2,20133122,20133122,0,15,13,1.1538,117923758,41011872,27245764.0698,0,3,BABD-13 Tumbler
33R8YXefiPBVLH3LYBLMnWbHCawHc5PBhi,2,825144,825144,0,15,0,0,12001359,16635307,4809238.8182,0,3,BABD-13 Tumbler
33R9ipGmuF7LF2wcKxc47yRxEq1mJvKBaJ,2,800035,800035,0,2,2,1,25345419,20727208,8732619.619,0,3,BABD-13 Tumbler
33rcm9KhYqjpvaT8XHoUSNWsgiGcAD6zEp,2,1049828,1049828,0,11,3,3.6667,35860046,22822475,14904926.8235,0,3,BABD-13 Tumbler
33RFGJd17t3QYjiESvrgfpJH1zizCGG1nJ,2,10264152,10264152,0,11,0,0,12088935,16518652,13214443.1304,0,3,BABD-13 Tumbler
33rgHab3j6jv9KkTECmJRGBcAvG8AcM93h,6,83148015,83148015,0,18,10,1.8,40953452,41276542,11961384.1458,0,3,BABD-13 Tumbler
33rGWGKX2z38LpArwZZrR3QrmPRfPeUaUj,4,56145498,56145498,0,15,0,0,449766011,199971635,22731080.2128,0,3,BABD-13 Tumbler
33RNppaaJHEgnudmSnNKH5yVtGmxwcYxsM,6,142239691,142239691,0,24,1,24,487164971,94951074,26595183.642,0,3,BABD-13 Tumbler
33RpU5nyFXoFEDjdeucQ1dExB9NyCqoLfN,8,6623682,6623682,0,34,4,8.5,409592920,143955729,24117744.625,0,3,BABD-13 Tumbler
33RQ3Wuj8QVp8LC9mj18MWZSZSPKU6Xbov,2,20000000,20000000,0,9,0,0,19400000,7533000000,263432616.2264,0,3,BABD-13 Tumbler
33RqiN38Zj5dRo4S9Ad8gh3UpHqmNew2KU,12,19683326,19683326,0,57,2,28.5,44495960,23435577,7066339.4953,0,3,BABD-13 Tumbler
33RSE3ZZeaVGGVbFS6owzkqc9NNSm66bJX,18,99793154,99793154,0,73,30,2.4333,299930000,299994187,16309422.4652,0,3,BABD-13 Tumbler
33rSwwwW3wz5zG9gTZvuA7PuyziqT1axMV,2,1411359,1411359,0,5,3,1.6667,29898946,20253633,7664234.5417,0,3,BABD-13 Tumbler
33RykAujzy4aZGybuuZDaDJ15XPUZYZQNi,2,6737000,6737000,0,7,1,7,14739468,23303948,7992483.3571,0,3,BABD-13 Tumbler
33RyzAiMJEsf96jUFyGby6biuJMujPaRV2,2,1020521,1020521,0,6,4,1.5,58775785,25234429,10858529,0,3,BABD-13 Tumbler
33S1wYr5iq4zZzyunXwPXdqKjvxGsq23QP,2,100000000,100000000,0,4,1,4,1777303477,1676771962,251248850,0,3,BABD-13 Tumbler
33S3kkUynzw1EoJJeqF9un7BHfaoZ6MRR3,6,39742907,39742907,0,32,38,0.8421,4810978288,137050952,80204990.2165,0,3,BABD-13 Tumbler
33S6jAhoZYbfY2aj24A9S29uV8HMXt9d8E,14,393078923,393078923,0,53,18,2.9444,199960221,195730297,24950434.4832,0,3,BABD-13 Tumbler
33sbpv6bJkkahHKvmrKP5Qtrj1CPiTQEEV,2,1041356,1041356,0,2,2,1,61690001,21988797,11625593.6316,0,3,BABD-13 Tumbler
33SbYgiD9M3jhi3r1HsfqL6WUaYuWpGwpG,2,962830,962830,0,12,9,1.3333,183301520,25374996,16031579.2581,0,3,BABD-13 Tumbler
33ScTh33kxrpQqpoXezcQp5HfSXDqpMcia,2,1456298,1456298,0,5,3,1.6667,30347534,15568589,10017943.7,0,3,BABD-13 Tumbler
33sLdWvpcp7t39Ww5Swdr8rh3YVNDRTEz8,2,12000000,12000000,0,12,1,12,55411383,19478657,10640420.5,0,3,BABD-13 Tumbler
33SpJWGhvgSMjkfwbVvUL5tx1EafsGNsvp,2,1641900,1641900,0,6,3,2,134772550,20312330,14397221.2667,0,3,BABD-13 Tumbler
33SPzRbB3R8Rb8iLF95FMJf2T9LeDxUvrb,2,21045144,21045144,0,12,7,1.7143,154559560,20063010,20069562,0,3,BABD-13 Tumbler
33sqLEemDEWSw8KhQ2N8SW8VGnaDogqYHf,4,3567865,3567865,0,24,4,6,65551490,39357048,13542796.2692,0,3,BABD-13 Tumbler
33sqzus5XyQRXzJB3GasfRsn5gSqd55ibZ,2,1396719,1396719,0,18,4,4.5,56883425,22693426,7721339.3125,0,3,BABD-13 Tumbler
33SS8i7RYa7Yk94zPYeePothxVGsusMJWN,2,3449034,3449034,0,15,1,15,144312444,137418509,18810429.087,0,3,BABD-13 Tumbler
33ST74Rp11rqMhFRTFTdgwqkDdoSYwzV8n,2,7214632,7214632,0,14,9,1.5556,291979453,35888008,23084112.069,0,3,BABD-13 Tumbler
33SUaW3WB1Zjgf2BLeVkVjosY7szXyDj43,2,1243255,1243255,0,4,2,2,54839070,23418507,10050235.0952,0,3,BABD-13 Tumbler
33SwGoxJPJYs3sQCvEVGWzSS8kqPHvAqDr,2,21289856,21289856,0,8,16,0.5,299260156,78103448,22811454.9667,0,3,BABD-13 Tumbler
33Sx6McsyZqJynqSVyipJaMHn6yNToj8Qt,2,3027634,3027634,0,3,9,0.3333,931461750,887375562,99909189.15,0,3,BABD-13 Tumbler
33Sxr7uWHTEw6LC5ruWY6XCjjXioACEDiv,2,2499987,2499987,0,9,1,9,18263481,16382653,5776572.2778,0,3,BABD-13 Tumbler
33t6Ct33g74nPBjK8ag3LrCUF2KkLq4RQ3,2,1443550,1443550,0,12,3,4,28558239,20710807,9235562.625,0,3,BABD-13 Tumbler
33TAG52qWy9fjXGvEUc9YdUpru4AHt4C1V,2,1187990,1187990,0,7,2,3.5,39803458,30024382,8234376.0833,0,3,BABD-13 Tumbler
33teyuDx6MZe6L9LMrRooGm4PCK46c3uUd,4,14473024,14473024,0,19,5,3.8,96760680,22098382,8087688.7333,0,3,BABD-13 Tumbler
33tHvzWNWNYSGYoU1wHyZ45WMd6MLnu2AG,4,20000000,20000000,0,6,2,3,1798893473,341012238,133144048.8333,0,3,BABD-13 Tumbler
33TjhHM4nwfEjVLKck8zD5hBckjBGmSNso,2,1316143,1316143,0,9,0,0,27240513,23015614,5970962.6667,0,3,BABD-13 Tumbler
33TkFP5Fy8A4NNipwrXSqJgneCAesWuJ3C,4,12095380,12095380,0,16,0,0,21358213,21763135,6610387.4333,0,3,BABD-13 Tumbler
33tMpVXTu2FH39bkJV4Kpvz4TF44kJUpRT,2,6845468,6845468,0,9,0,0,6874116,21680318,8334741.0625,0,3,BABD-13 Tumbler
33tqDyx8UtQDsZoNGGtWDWdhtrdrKwdW8d,2,1028677,1028677,0,3,2,1.5,35900000,24562295,10047604.6842,0,3,BABD-13 Tumbler
33TRYw592tN3DUi7BXjzYdNJ1SY6jg3moo,2,1071818,1071818,0,2,2,1,475651778,81259327,41110720.4615,0,3,BABD-13 Tumbler
33tU592Q68n9k3YA4jkf5nGpnZfX3Pqd7o,2,387684,387684,0,9,0,0,17252316,21992354,5651682.4667,0,3,BABD-13 Tumbler
33tUnzYgSFib1XLgcDKzHtSADUe5eJ3mgn,4,12600000,12600000,0,19,2,9.5,143431100,133176971,14434671.7941,0,3,BABD-13 Tumbler
33TwWMbabqpLZHndL9xpx2t8Y8NCnQzqwZ,4,51808912,51808912,0,13,1,13,547554121,496559084,48301666.2941,0,3,BABD-13 Tumbler
33U6WHnR9u4tSU51vHfCkFDTzPcEZB53v1,2,8190568,8190568,0,8,0,0,19982550,19586735,6225702.75,0,3,BABD-13 Tumbler
33UBFWU6AwunTH1kdDZ4gsrTrHtV69SgxK,4,54613393,54613393,0,12,3,4,300711342,89788848,37209734.7674,0,3,BABD-13 Tumbler
33uDCphuhUb2Pz5HRtJrQUUpfZ5Ssw4L3b,4,15370912,15370912,0,14,1,14,40840000,21960057,9353949.7931,0,3,BABD-13 Tumbler
33UfZTHzF9yGEvUrUwnZgSuTsuspB3RdRn,2,24323607,24323607,0,8,0,0,38517073,31838637,26437408.9524,0,3,BABD-13 Tumbler
33UoK3x3syBcnebRDq45EM5hBdArxRHNKy,2,778877,778877,0,10,0,0,14747819,20501446,5017703,0,3,BABD-13 Tumbler
33uooC9KiTE61qp4ohbusMxjwUcHX3UpgR,2,1869459,1869459,0,10,9,1.1111,24162444,35049546,16615303.6389,0,3,BABD-13 Tumbler
33UQttBTLNgQTGQX14V6L6wrw6JNYjStgE,2,1055831,1055831,0,6,2,3,29362375,24452940,10970638.4118,0,3,BABD-13 Tumbler
33UVQNg1RzufRBXyxVevLT3V8YnM328Et2,2,1128094,1128094,0,3,2,1.5,140869072,21674576,17120182.2083,0,3,BABD-13 Tumbler
33V3xMSWGTsbGN71CRht23waHShqVc2pyv,2,7939808,7939808,0,16,0,0,40754363,22165985,13925203.3448,0,3,BABD-13 Tumbler
33V6Zg7sznnUCVWPKVNgGgJdb4RKxEouMz,6,31721489,31721489,0,20,2,10,61113304,54294980,11971329.4474,0,3,BABD-13 Tumbler
33vCc9gQGCZFwWEGBi5jZk91jud3dysniR,8,101087243,101087243,0,44,22,2,192872080,65746160,18512874.9847,0,3,BABD-13 Tumbler
33VeTeueuFcJJFiHG2BSDZoKeTuv4C79fr,2,2289113,2289113,0,12,0,0,31469868,16041334,7084513.4,0,3,BABD-13 Tumbler
33vfcUJtNZNfSYw4nZQa9yag8dDj9fC8Yt,2,12771442,12771442,0,0,0,0,56940805,181025417,41058768.5161,0,3,BABD-13 Tumbler
33vJ6MqB4rvDK6JzVdXTDwhJ4QPbq3JzKs,2,16251882,16251882,0,9,9,1,152215928,17142594,21633423.4516,0,3,BABD-13 Tumbler
33VLUo2zaTHwjDrUP5pQVrPKJYbqknZ9Le,2,1185349,1185349,0,5,2,2.5,21526667,21247987,7538152.6522,0,3,BABD-13 Tumbler
33voqnC3wjyeGyGJihRtQsxokocU3rDXcr,2,979509,979509,0,6,9,0.6667,93418600,17108913,12976317.0513,0,3,BABD-13 Tumbler
33vPbZJuGMMoebh6NoFhz4aLK8n1v1WaWq,2,8255286,8255286,0,12,0,0,48083559,33456669,20303639.24,0,3,BABD-13 Tumbler
33vq2GcofUmecPSkv1ciwfJKd16U2g6w97,2,22100198,22100198,0,7,4,1.75,89667000,20899691,18473921.8,0,3,BABD-13 Tumbler
33VVE9cTfQbCiA2NhwjtY2PQLQs9HM3hpQ,6,51424520,51424520,0,17,4,4.25,105057948,41686000,12104264.14,0,3,BABD-13 Tumbler
33vvFD6XzVt6imSNah4ZGoVvyejXVKu2QP,2,985488,985488,0,11,5,2.2,41653947,21246085,10023878.1481,0,3,BABD-13 Tumbler
33VvgwvguN3t3DXJ9AuLzhSN9Riw84tcPB,2,1019796,1019796,0,13,2,6.5,25291563,24035374,7421037.56,0,3,BABD-13 Tumbler
33VvkeVzh3EsfAFLcVZY5zuWjiqz3cQmjv,2,32797193,32797193,0,3,0,0,34768440,31577640,26228378.8125,0,3,BABD-13 Tumbler
33vWgQifDbsK9tGXDDmhqT3GWtPvVinQ8J,4,70204695,70204695,0,12,0,0,239912986,72160453,37675904.2727,0,3,BABD-13 Tumbler
33vYSJSYV7waphQGCpUSPrykG5ZqKA4dQb,2,5928144,5928144,0,1,9,0.1111,201417356,32552587,31195847.05,0,3,BABD-13 Tumbler
33w1v6qw2RG7qrFJHEpD1bycjEjBXBD7VL,4,38943508,38943508,0,14,4,3.5,99916924,21071909,15931216.3333,0,3,BABD-13 Tumbler
33W6m5GkVDgcbBVGCJDiv9u8t49K7VmHDo,2,16309900,16309900,0,3,6,0.5,2498666953,2079188665,319461461.0625,0,3,BABD-13 Tumbler
33Wd8LahJFAiEd7ZP5zPyvo18Dmtp5KBNj,2,13892483,13892483,0,15,0,0,13940901,23541280,5300299.0476,0,3,BABD-13 Tumbler
33WfWov2EWS7djmoH3s9kVymRTLAobimXN,2,39878958,39878958,0,8,0,0,38538115,38782578,27918870.9524,0,3,BABD-13 Tumbler
33WGg2eiejxsaar7GAbruGfKgwuFcX2iQf,2,9550744,9550744,0,9,4,2.25,312918558,151678178,45108334.6538,0,3,BABD-13 Tumbler
33WGMkgpKSWh5wzR7BjCqw51a9sQuM1q14,8,44461167,44461167,0,62,24,2.5833,355459370,236103257,18952105.7863,0,3,BABD-13 Tumbler
33WHf6e1RwkaCYDtgjSFENLcSAkgkkATtk,2,8364140,8364140,0,11,1,11,8443417,23178233,5760816.4444,0,3,BABD-13 Tumbler
33WkgSRdDebRQWR78XRJeC1GpPoAWt84us,4,22680619,22680619,0,27,14,1.9286,118399857,42283103,17441415.4516,0,3,BABD-13 Tumbler
33WN91SfiqDqY13atJUrDE8vfgjTQB5xPL,12,98220146,98220146,0,29,21,1.381,999791133,624197493,37195566.4884,0,3,BABD-13 Tumbler
33wnqLP6HRAa9htGCFLYW1YAm69TMAXbe8,4,53403000,53403000,0,13,1,13,51462815,51309983,8389896.2381,0,3,BABD-13 Tumbler
33wr2mf4iykZfZBDrMSpxmiirbGFsNMUSV,6,32541355,32541355,0,13,5,2.6,104063075,22645770,15222622.9535,0,3,BABD-13 Tumbler
33WwPddZ1khwiMEPxqCyG2zt4KMhCDgvUa,2,1447206,1447206,0,10,3,3.3333,21931805,26755717,7573166.6071,0,3,BABD-13 Tumbler
33WxgqbDoMrwVj1Weg8XMZ8cuRyNNtLfUt,10,77661345,77661345,0,58,11,5.2727,59890288,109020889,17393526.56,0,3,BABD-13 Tumbler
33x2vYFoewAmxLVHHH85WbsDyuGx2VjjGK,2,12636146,12636146,0,12,7,1.7143,154559560,20063010,20069562,0,3,BABD-13 Tumbler
33x6PGmcUT9TksbLuoFasWDLZWiUnDYMrL,10,101949716,101949716,0,33,5,6.6,47988510,34962271,8722612.587,0,3,BABD-13 Tumbler
33X5ZbrBoG8mEAuVdRW5p9s16bzf4kzAE7,2,20222813,20222813,0,19,9,2.1111,133665465,72687339,29397219.0476,0,3,BABD-13 Tumbler
33XAWPGmSQQCsVgvzaJUkduKXTa5ZmYETV,10,58834390,58834390,0,64,41,1.561,299988001,149799651,18179199.2697,0,3,BABD-13 Tumbler
33xCqQd9PVMSZDeNhGhhG4TciEeNMRDZsJ,4,4646387,4646387,0,9,0,0,999324709,41184064,31068480.0392,0,3,BABD-13 Tumbler
33xfUe8FKz4R9e8JTtrpax79AGBeeTvuus,4,38481014,38481014,0,20,1,20,272428944,67759898,18366451.3036,0,3,BABD-13 Tumbler
33xHbePBmhzrZFds4CsKRhEWR6t3gBJz68,4,280974,280974,0,33,2,16.5,60080125,25425534,5434382.9167,0,3,BABD-13 Tumbler
33xidaYedyFhCh9TCVK5QpdRs2SiTx3oJD,2,21535794,21535794,0,7,0,0,20515711,20337445,10099718.7143,0,3,BABD-13 Tumbler
33xj2Vz1J8o5iaCEHxtH5xG8gNRT8AndHT,2,1507293,1507293,0,9,6,1.5,99949000,15961506,15056301.25,0,3,BABD-13 Tumbler
33xkArxbY9nNxHgZZzpqqiJbPDoC216jsA,2,3150000,3150000,0,10,0,0,1999970000,329718450,89164566.122,0,3,BABD-13 Tumbler
33XKMHarKWLxrmtvRXptbeZshzZrZHJexm,12,51365365,51365365,0,73,21,3.4762,332804814,267218576,13916892.4752,0,3,BABD-13 Tumbler
33xNGdEgMtz5r8BZDC79eZyQVLEATcTjy1,2,3968679,3968679,0,1,19,0.0526,154882421,54283926,14598357.8485,0,3,BABD-13 Tumbler
33xPMq4sRwveKnCg7JYANBt2AKtxzaeXYp,6,14815853,14815853,0,34,29,1.1724,6121488357,5788074134,137733201.6458,0,3,BABD-13 Tumbler
33XUbgp1wy5uQgAJexjGqag4kLnHHvUG5E,4,12931199,12931199,0,16,10,1.6,120757969,15592586,14487023.5745,0,3,BABD-13 Tumbler
33XwGrTG9qsmYRsmsyiAp9XDZsua33kWue,6,17340897,17340897,0,29,10,2.9,121009892,27277707,11721573.5385,0,3,BABD-13 Tumbler
33xxChTJHn8y9yCfwYRcNorF4Epks34g8s,2,2287300,2287300,0,13,1,13,54940000,22251864,8743748.1304,0,3,BABD-13 Tumbler
33xzH9mf8r4tFKYrZYrYYrRtoGikUPoifG,2,1000423,1000423,0,8,4,2,62281506,19201820,10353162.64,0,3,BABD-13 Tumbler
33XzqEBp8hXZFkEieywVsJfKiJDJaun8ri,16,50461691,50461691,0,62,11,5.6364,317189453,50204646,13599160.9313,0,3,BABD-13 Tumbler
33y4nA2D5ftNYGa2uLK11mxB8N56UCKMCS,8,43737293,43737293,0,41,19,2.1579,85672948,81985086,18603895.396,0,3,BABD-13 Tumbler
33y5ZdPq3Sb2ES1uEobNKbGVSW7BajjhwF,2,21102084,21102084,0,11,11,1,230972658,28202230,25429094.1714,0,3,BABD-13 Tumbler
33y8ou8dCJY5BYnZWzMqYLCixoQa2p85uy,2,557392,557392,0,2,0,0,499442608,93230615,66974606.5333,0,3,BABD-13 Tumbler
33y75vKEscFAyYev9PHqJVWjZo5N6UqYkh,2,1137665,1137665,0,17,4,4.25,74978700,23301619,8857500.9259,0,3,BABD-13 Tumbler
33Y3HWqb2t1zNVnMVCsk4Krs3HxLXie5zu,2,1000000,1000000,0,19,1,19,10950000,28367761,3881227.9615,0,3,BABD-13 Tumbler
33Y8Gfts8HYNVp7wYpCwWAtk5h98erxbVo,2,917154,917154,0,4,4,1,46400000,20085518,10721087.4667,0,3,BABD-13 Tumbler
33yFSgMffU1C4NEqYA1Wd7SVQQdV9Voh4L,6,49231697,49231697,0,33,16,2.0625,349942290,181372702,24834915.7222,0,3,BABD-13 Tumbler
33Yg6332LG6kxEc9Zjb7cNpHVtQEx6mitr,2,177000,177000,0,6,2,3,153884062,25006598,17883738.4286,0,3,BABD-13 Tumbler
33YgyNQ1Ahqs6HN6nXQijG5ChLi8BWK7dS,2,1543853,1543853,0,2,5,0.4,152297982,133231456,30220889.1429,0,3,BABD-13 Tumbler
33YJewAxTjjovzWBniG5eUVo7gxeUHWEPb,4,21089113,21089113,0,11,19,0.5789,727474127,340452171,31826918.7619,0,3,BABD-13 Tumbler
33Yk3ZWaHWaGqajyUUPpj7Q9EdtxCBzBpG,10,30069435,30069435,0,50,4,12.5,99794011,44545157,10122907.4898,0,3,BABD-13 Tumbler
33ynm5mpyHjhyKUCTiPhNuUFoggtybvVZf,2,8980937,8980937,0,8,0,0,14657386,14973088,7846800.9333,0,3,BABD-13 Tumbler
33yNqLSSqd4eFC8Swy3P9qTk1u2BQsRUdQ,2,742963,742963,0,8,0,0,59844441,19234150,7444517.8889,0,3,BABD-13 Tumbler
33yrWeSxhERjiDCVnMomAqCZGpiJGwun8v,2,15475081,15475081,0,8,1,8,15630000,21097126,7238554.5882,0,3,BABD-13 Tumbler
33YSahsL56YFSXQEKyVMGC9CHVk2vKH1iT,2,846991,846991,0,6,0,0,69231631,22393361,11148171,0,3,BABD-13 Tumbler
33Ytp7ooxrrjbvGZPHqXpr1hYa6PkKzHKz,2,33018769,33018769,0,9,8,1.125,297300000,45499409,40175938.3667,0,3,BABD-13 Tumbler
33yTsduoj6abocgZWsBo6iK8vm9W5wuZFh,2,15164753,15164753,0,11,0,0,86513283,12257551,18715701.3043,0,3,BABD-13 Tumbler
33YuEHZ7RvUUXUaBE1ExJfmPKsvTjap9ri,2,23888419,23888419,0,11,9,1.2222,348485159,58190263,42651431.1212,0,3,BABD-13 Tumbler
33ywkg1r863cDF7oggmLT2ZHZxe55fKRjv,6,8039416,8039416,0,39,1,39,149989055,23315375,8099202.1857,0,3,BABD-13 Tumbler
33yWPzCyjE9fc7QHwY63U98FXLmXfcVSk7,2,7700424,7700424,0,8,0,0,2174302207,2102625060,121683565.1892,0,3,BABD-13 Tumbler
33ywrrb1hyZWhybnisg6Gd5ni6LGtTBA7Y,8,73102198,73102198,0,42,32,1.3125,94996787,62385198,5629895.2545,0,3,BABD-13 Tumbler
33z4J7DcuAjWqfn9tcvZbozhsGZwoRwzg3,12,321985973,321985973,0,44,23,1.913,2351618851,1559465492,66793389.5093,0,3,BABD-13 Tumbler
33z5k2o3PDGTMpqTBMW6grrcZwb1AiTesR,2,2320996,2320996,0,17,9,1.8889,159078700,23301619,13276567.6,0,3,BABD-13 Tumbler
33z5Vv87totEbz48oQEXqA9xs9uadt49iS,2,2987053,2987053,0,11,0,0,86513283,24435251,17656617.7391,0,3,BABD-13 Tumbler
33Z5Y8GeqhaPxWpnUSNzQTZaJtEEfyXtCd,2,14288973,14288973,0,2,2,1,199855853,183192349,42077381.6,0,3,BABD-13 Tumbler
33Z23aKU5mx7fe9W8PynS7BkeQ9vATRWTW,4,4341429,4341429,0,20,5,4,310598065,306141583,26957006.5909,0,3,BABD-13 Tumbler
33ZB4cAXWS2CmgXsDo1kPuTUgm1gDfe1Kf,4,187924007,187924007,0,11,2,5.5,184961138,184854975,12874118.0556,0,3,BABD-13 Tumbler
33Zfh8VEBv6t7mJphf3nAuyKMrpFFxqpZB,6,28507691,28507691,0,34,16,2.125,200002701,149221849,12260370.7838,0,3,BABD-13 Tumbler
33zhpScAJ2nVGL2t274fWDoGEF3SupCJkB,2,9054584,9054584,0,5,14,0.3571,255570222,213183533,24774492.4231,0,3,BABD-13 Tumbler
33ZHSyzQJA3nukCxCeZAJRGbTfrZN9NVFH,2,1208144,1208144,0,1,3,0.3333,53999474,18070339,13939595.5,0,3,BABD-13 Tumbler
33zmnLXN5ELGNZpV5wZARUG5YGBJ2Lhg1s,2,1004714,1004714,0,6,3,2,75252603,19096087,17424812.12,0,3,BABD-13 Tumbler
33zQRomxezzr7UQy87eVZyTqXB9ACbE37r,2,851458,851458,0,7,0,0,104450000,31943344,23303267.5263,0,3,BABD-13 Tumbler
33zqv1X2koTtPfdS69K2HbkHNyx5LxtoGJ,2,912191,912191,0,19,2,9.5,23681283,63166827,18076909.14,0,3,BABD-13 Tumbler
33ZroC7WxnwGuM2MoFPLVYe62UCqCcV5X4,4,2222506,2222506,0,12,20,0.6,442242391,20018316,15627846.7826,0,3,BABD-13 Tumbler
33Zux3qUAeeLP2NWQ5MWJsbmMuWnqq64wE,2,9541240,9541240,0,5,1,5,16933540,21600379,7999723.6154,0,3,BABD-13 Tumbler
33zXCCyepTLGtdtJRgiC1BgdTPWztha2RD,6,23470112,23470112,0,24,35,0.6857,4641391134,4572095792,146959795.0886,0,3,BABD-13 Tumbler
34ABAPqgg2tb1FLxmVyQFFDbMJc6eLN6qA,2,20478133,20478133,0,11,11,1,133814089,34544720,28053666.0833,0,3,BABD-13 Tumbler
34ABnR46ob7y4H5gAi4CrqF36EMVuN6w4B,5,27382534,27382534,0,37,5,7.4,52866663,28270184,7459045.1667,0,3,BABD-13 Tumbler
34af13tBxGdueu7Y7W4smxDeHb44TGWnXi,4,80781773,80781773,0,5,2,2.5,59521018,59096537,19770839.08,0,3,BABD-13 Tumbler
34APZsVXjc3gqgAghkKSsSybiQqrmXD6ow,6,4510122,4510122,0,43,2,21.5,30119424,27907451,5140909.2273,0,3,BABD-13 Tumbler
34AsxHmYzPVTCiKs4X2jq7X8KSiKAL4p9q,2,462429,462429,0,12,1,12,13747587,22281361,3799719.7273,0,3,BABD-13 Tumbler
34aVUAD3VS742D51qbnofK91JBKfdWzqiT,4,12055482,12055482,0,16,2,8,22402438,25767131,8571355.1,0,3,BABD-13 Tumbler
34AWBtk6WnhEzAkv47XgndYsE2RPE8NuJj,4,5212265,5212265,0,16,0,0,76888318,20644930,11627042.5,0,3,BABD-13 Tumbler
34AWyZ9XZYHKru5jeQYLJXBedYMYvjfVmM,2,1028352,1028352,0,6,3,2,28913682,16911995,11288435.625,0,3,BABD-13 Tumbler
34AyiEpDJ97aM6WHMycKJuMLgW6YLVN4WB,4,654875,654875,0,12,13,0.9231,34920000,26722167,6813836.175,0,3,BABD-13 Tumbler
34AYmQh1WPpEzkJvajnUEykwvj4xeeQeia,8,65640992,65640992,0,46,1,46,58869614,37326317,9183194.8913,0,3,BABD-13 Tumbler
